artist,album,genre,firstRelease,format,fullDate,mainLanguage,cityUa,cityEn,label,sex,artistLink,albumLink
#Nated Band,"Choice Illusion
",alternative,yes,ep,02.10.2021,en,Київ,Kyiv,self-made,M,https://www.instagram.com/nated_band/,https://music.youtube.com/playlist?list=OLAK5uy_nPgvKHS1RmysKi4z-SKlZxv38J5Fz2Uao
48 часов,океан,rock,no,lp,11.07.2021,ru,Севастополь,Sevastopol,self-made,M,https://www.instagram.com/the48hrs/,https://music.youtube.com/playlist?list=OLAK5uy_mMkD3Ur-ojx3uJFASuI-nm6kTGbRvqsI0
6TH CROWD,Avoid the Void,electronic,yes,ep,15.05.2021,ru,Київ,Kyiv,self-made,F,https://www.instagram.com/6thcrowd/,https://music.youtube.com/playlist?list=OLAK5uy_mAtCkWf8vW2dthibOh-1P1-iDfKRAnh0w
77подъезд,Город Счастливых Людей,indie rock,yes,lp,01.03.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/77podyezd/?fbclid=IwAR3Qkqz0PsjnhnnUIAWj6UFmwM-SW582GoJKSehrSzflwb5B4nILRiuSuH0,https://soundcloud.com/77podyezd/sets/gorod-schastlivykh-lyudey
77подъезд,Навіщо?,indie rock,no,ep,20.06.2021,ua,Київ,Kyiv,Свет и Тени,M,https://www.instagram.com/77podyezd/?fbclid=IwAR3Qkqz0PsjnhnnUIAWj6UFmwM-SW582GoJKSehrSzflwb5B4nILRiuSuH0,https://music.youtube.com/watch?v=z_Fu5qkLk8U&list=OLAK5uy_loGTb3sbIJ-S4VIgN841WRVKLumIVzX6c
Алексей Лещ,С новым годом!,worldwide,yes,ep,01.01.2021,ru,Дніпро,Dnipro,Много денег,M,,https://music.youtube.com/playlist?list=OLAK5uy_kP5_USBZqA19We_oXGOwlMcxNtOtR7mrw
Андрухович & Сон Сови,Коханці Ю - музика до та після роману,pop,yes,lp,20.03.2021,ua,"Київ, Івано-Франківськ","Kyiv, Ivano-Frankivsk",Melomania LLC,Mix,https://www.instagram.com/sonsovyband/,https://music.youtube.com/browse/MPREb_2cj1y9phn5B
Ансамбль КЦ,Непосредственно,rock,no,lp,14.02.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/kcbandkiev/,https://music.youtube.com/playlist?list=OLAK5uy_kZvUZ3Rf52dyEdqQIliaeK5xKVozExVew
АНТИСЦЕНАРИЙ,22:28,hip-hop / rap,yes,ep,14.09.2021,ru,Дніпро,Dnipro,self-made,M,https://www.instagram.com/antiscenario/,
Аорта,Аритмія,metal,no,lp,26.06.2021,ua,Київ,Kyiv,ERYTHROLEUKOPLAKIA RECORDS,M,,https://erythroleukoplakia.bandcamp.com/album/--10
Аппекс,Випадок,new age,no,ep,27.04.2021,ua,Рівне,Rivne,self-made,M,https://t.me/ap2eks,https://music.youtube.com/playlist?list=OLAK5uy_n6lAHXvVzxZ99dSY_nRCxubks7ZF_wxK0
БАЙСТРЮКИ,Цвіт Папороті,hip-hop / rap,no,ep,15.03.2021,ua,-,-,self-made,-,https://www.instagram.com/baystruky/,https://music.youtube.com/playlist?list=OLAK5uy_nxPvgpZGhkD1s6NPGDGZvaqyQ0sDajsIU
БДСМ,БДСМ,rock,no,lp,14.02.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/BDSMusix/,https://music.youtube.com/playlist?list=OLAK5uy_lw4LHeaouhsAFq9DfSCX5BINzagKg92Nk
Боб Крома,Катафот,hip-hop / rap,no,lp,19.10.2021,ru,Маріуполь,Mariupol,NINETOFIVE,M,,https://www.youtube.com/watch?v=VbzfRDyK-Zc&feature=emb_logo
Вера Брежнева,V.,pop,no,ep,11.06.2021,ru,Москва,"Moscow, Russia",Meladze Music / Первое музыкальное,F,https://www.instagram.com/ververa/,https://music.youtube.com/playlist?list=OLAK5uy_l6-mtTnQUvfY-3Wzd_mrQFRA5PmH4zvxY
Влад не рад,морской,indie,no,ep,28.07.2021,ru,Чернігів,Chernihiv,self-made,M,https://www.facebook.com/neradvlad/,https://soundcloud.com/vladnerad/sets/morskoy
ВОЛОК,Душенька,dark ambient,no,lp,11.10.2021,ru,Київ,Kyiv,VOLOKRecords,M,https://www.facebook.com/VOLOK.res/,https://volok.bandcamp.com/album/--11
ВОЛОК,Колот​,dark ambient,no,lp,15.02.2021,ru,Київ,Kyiv,VOLOKRecords,M,https://www.facebook.com/VOLOK.res/,https://volok.bandcamp.com/album/--9
ВОЛОК,Циклоп,dark ambient,no,lp,15.05.2021,ru,Київ,Kyiv,VOLOKRecords,M,https://www.facebook.com/VOLOK.res/,https://volok.bandcamp.com/album/--10
Воплі Відоплясова,Закустика,folk - rock,no,lp,25.09.2021,ua,Київ,Kyiv,Kraina Mriy,M,https://www.instagram.com/vopli.vidoplyasova/,https://music.youtube.com/playlist?list=OLAK5uy_kMrzx8TD0wH-d2qs0x0IHRuNKiUTOnTQY
Восток,ВОСТОК 2,electronic,no,lp,11.11.2021,-,"Луганськ, Донецьк","Luhansk, Donetsk",BOCTOK,Mix,https://www.instagram.com/lkd_dragon/,https://soundcloud.com/lkd_dragon/sets/vostok-2
Выставка Дисторшн,"Кожей чувствовал, что​-​то не так",electronic,no,lp,18.08.2021,ru,Дніпро,Dnipro,self-made,M,https://www.instagram.com/demianferiy/,https://music.youtube.com/playlist?list=OLAK5uy_lJQVkNfknzE8AfWW87VaoEONNmojbWMBY
вышел покурить,готика,hip-hop / rap,no,lp,04.12.2021,ru,Одеса,Odesa,Sony Music Entertainment,M,https://www.instagram.com/mld8nk/,https://music.youtube.com/playlist?list=OLAK5uy_ksTeYuE2Nht5T-hupTmJ8jXCvTtCwHfzw
Гоня,Саботаж,hip-hop / rap,no,ep,01.05.2021,ua,Львів,Lviv,Глава 94,M,https://www.facebook.com/profile.php?id=100050727402346,https://music.youtube.com/playlist?list=OLAK5uy_nzp3acHp2sPBmuI_HJ0-h_3hDSzYdOcCk
Гурт [о],Києве мій,indie pop,no,ep,28.05.2021,ua,Київ,Kyiv,Masterskaya,Mix,https://www.instagram.com/o_officialpage/,https://music.youtube.com/playlist?list=OLAK5uy_mrcsDIG0sSMACv0PEYBhnl6d_-sCJdxc8
Гурт 181,Довгий шлях,alternative rock,yes,ep,20.07.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/181.official/,https://soundcloud.com/181-band/sets/dovgiy-shlyakh-ep
Даня Мельник,Это тебе,pop,yes,ep,23.10.2021,ru,Мелітополь,Melitopol,Vili Vong,M,https://www.instagram.com/thedanyamelnik/,https://music.youtube.com/watch?v=f-j8TSSQrWo&list=OLAK5uy_lYMLT74SX46N6YBNrdQsSFBcZRU6kWLMw
Дао Парк,Подорож,indie pop,yes,lp,22.05.2021,ua,Київ,Kyiv,Mnogo Vody,Mix,https://www.instagram.com/daoparkband/,https://music.youtube.com/playlist?list=OLAK5uy_kwsAZufqKlOYIO6o9KzCEcbrNVLjsEnRs
Джозерс,Післямова,indie pop,no,lp,20.11.2021,ua,"Калуш, Київ","Kalush, Kyiv",self-made,M,https://www.instagram.com/djozers/,https://music.youtube.com/playlist?list=OLAK5uy_nxIgtXA0Jfsv2x-qVOn7YCA5yz0qSXm_8
Джон Дір,Пригоди,hip-hop / rap,yes,lp,30.01.2021,ua,Близнюки,Blyzniuky,self-made,M,https://www.instagram.com/jon_dire/,https://music.youtube.com/playlist?list=OLAK5uy_nRpW8XwbDwRPmxsLAD39gd-uHHETz8vio
Диджитэк,Не нравится моя музыка - сделай свою,alternative rap,yes,ep,13.03.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/digitek.grunge/,https://music.youtube.com/playlist?list=OLAK5uy_mJKVWzXwgWtIQP3JU17TAr6utuJL2O_k8
Довгий Пес,#олскул,hip-hop / rap,no,lp,25.02.2021,ua,Львів,Lviv,Kinglomerate,M,https://www.instagram.com/dovhee_pes/?fbclid=IwAR3j8zxBUOnLvNZhBwfEEDgY8eABXUzkEU-1vhR7ocsu0fekl6sowncJKVE,https://music.youtube.com/playlist?list=OLAK5uy_k-YsvzqRIjUfAi3NLwE45Xt3Vxhqvisz8
Дож Ди,Личная осень,hip-hop / rap,no,ep,23.12.2021,ru,Харків,Kharkiv,self-made,M,https://www.instagram.com/dozh_di/?utm_source=ig_embed,https://music.youtube.com/playlist?list=OLAK5uy_n0TKNnnnVJu755QKl3UM-jxniOOVKxJdY
Дож Ди,Твой суисайд,hip-hop / rap,yes,ep,11.08.2021,ru,Харків,Kharkiv,self-made,M,https://www.instagram.com/dozh_di/?utm_source=ig_embed,https://music.youtube.com/watch?v=_K3yGk1WdIo&list=OLAK5uy_kwx5hgksIBsaEZGIS0wYRO0NGBKnkFoX0
Евгений Константиныч & Кровавае Забазарево,"Нет времени на хуйню, а я нашёл",german pop,yes,lp,02.02.2021,ru,Харків,Kharkiv,Nikomunenuzhnayamuzika,M,https://www.instagram.com/konstantinich_e/,https://music.youtube.com/playlist?list=OLAK5uy_kh4fXp_tvtqlp8cctrEigk40RDfvcrrB4
Ера Лаш, Выпуск первый,electronic,yes,lp,18.09.2021,ru,Київ,Kyiv,MUSIC DEVELOPMENT RUSSIA,M,https://www.instagram.com/yera_lash/,https://music.youtube.com/playlist?list=OLAK5uy_nAdrjV3P54vDH1sklurS2jfCkXjOPPMfo
Ешелон,Колишні Люди,hip-hop / rap,yes,lp,17.05.2021,ua,Рівне,Rivne,5ENATION,M,https://www.instagram.com/5enation/,https://music.youtube.com/playlist?list=OLAK5uy_nsan4iZ6nEAFaxiCmijVfiIGGj2btS52U
Жулик,По-прежнему нищий,hip-hop / rap,yes,ep,04.09.2021,ru,Харків,Kharkiv,NVN prod.,M,https://www.instagram.com/itsabangerbaby/,https://music.youtube.com/watch?v=n5w59v2pGok&list=OLAK5uy_k8f_5sAbfjMH3GIsWIlYDnakqe0PMo7Hk
Злата Огневич,Богиня,pop,no,lp,11.09.2021,ua,Київ,Kyiv,Best Music,F,https://www.instagram.com/zlata.ognevich/,https://music.youtube.com/playlist?list=OLAK5uy_m-7v9L7cInaihA56edEnYKzM1zKP8JolQ
Злидень,Сам собі ворог,metal,no,ep,11.05.2021,ua,Дніпро,Dnipro,Lighthouse Records,M,https://www.instagram.com/zlyden_crust_band/,https://music.youtube.com/watch?v=9NSpsTZY_9E&list=OLAK5uy_n6C_a-wO6wcZoEOIXOncRen1jIdaw_GbA
Ї,Ї,"electronic, noise",yes,ep,21.09.2021,-,Київ,Kyiv,p38,-,https://yi044.bandcamp.com/,https://music.youtube.com/playlist?list=OLAK5uy_kLBMORAARZAc8K_iMeYG9tNQ3OiONFN1Q
Ї,ЇЇ,"electronic, noise",no,lp,18.10.2021,-,Київ,Kyiv,p38,-,https://yi044.bandcamp.com/,https://music.youtube.com/playlist?list=OLAK5uy_lyULF2vufgrEqNbyPCeLZWo4DK35XSJSw
Іванка Червінська,Покоси,pop,no,lp,30.10.2021,ua,Київ,Kyiv,Moon Records,F,https://www.instagram.com/chervinskaivanka/,https://music.youtube.com/playlist?list=OLAK5uy_mIHUYc1cpNGe78ZLpKan7lcTfd9LwRi5g
Ігор Забудський,Акустичний альбом,pop,no,lp,16.06.2021,ua,Київ,Kyiv,УМИГ МЬЮЗИК,M,https://www.instagram.com/igor_zabudskyi/,https://music.youtube.com/playlist?list=OLAK5uy_kcSQAP3jeGL-gWb6dXhcqp7FUxccYoOUo
Кам'яний гість,Плине час,rock,no,lp,20.06.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/stone.guest.official/,https://music.youtube.com/playlist?list=OLAK5uy_l1PIGEKGebVesMVjjIIarkqAG3skuDKcI
Карабиць Кирило Іванович & Staatskapelle Weimar,"Liszt: Dante Symphony, Tasso, Künstlerfestzug & Vor hundert Jahren",classical,no,lp,10.01.2021,,-,-,AUDITE MUSICPRODUCTION,,,https://music.youtube.com/playlist?list=OLAK5uy_lNj-G8eS8zQh-IIgxjU9QkIPlYx4YS6rQ
Катя Корецкая, люди-дельфіни,pop,yes,ep,28.10.2021,ua,Київ,Kyiv,self-made,F,https://www.instagram.com/koretskakate/,https://music.youtube.com/playlist?list=OLAK5uy_khNfRoPwXaa3fcVpdT2jsDUnngigAcYnY
квіткіс,Квіткіс,pop punk,yes,lp,29.05.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/kvitkismusic/,https://music.youtube.com/playlist?list=OLAK5uy_mlX7SS2DsVLAZgwlGaYLkXwLo917tl3oQ
Кімната Гретхен,Теорія неймовірності,rock,no,lp,27.09.2021,ua,Дніпро,Dnipro,self-made,M,https://www.instagram.com/kimnata_grethen/,https://music.youtube.com/playlist?list=OLAK5uy_msXbvbPKrhGkgywf1TFsolHAKpQ4KdaFU
Курган & Agregat,Філософський клубняк,hip-hop / rap,no,ep,14.08.2021,ua,Близнюки,Blyzniuky,Selyuki,M,https://www.instagram.com/selyuki_official/,https://music.youtube.com/playlist?list=OLAK5uy_k2zMtMUMMQqHM6p1-EiyXD1i-ROIhjeV8
Лев'яче серце,Коли не думається ні про кого...,folk & singer-songwriter,no,ep,31.12.2021,ua,Одеса,Odesa,self-made,F,https://www.instagram.com/levyache_serce/,https://soundcloud.com/levyache_serce/sets/koli-ne-dumatsya-n-pro-kogo
Лера Маяк,Сказки в темноте,pop,no,lp,03.12.2021,ru,Сімферополь,Simferopol,Navigator records,F,https://www.instagram.com/leramayak/,https://music.youtube.com/playlist?list=OLAK5uy_l5uDcd0WgSBHL9UJ-VZeNJXdJxY7NIa7I
Листи N,Навколо,rock,no,lp,28.04.2021,ua,Дніпро,Dnipro,self-made,M,https://www.instagram.com/lettersn/,https://soundcloud.com/lettersn/sets/navkolo
Лия Ли,Нірвана,pop,yes,lp,03.03.2021,ua,Київ,Kyiv,Best Music,F,https://www.facebook.com/liyalisinger,https://music.youtube.com/playlist?list=OLAK5uy_mc0t1nggVoYlzQ05MUcdOg1aJXMfXPnB8
Лінія Маннергейма,Конфіскат,electronic,no,lp,21.02.2021,ua,Харків,Kharkiv,self-made,M,https://www.facebook.com/mannerheim.line/,https://music.youtube.com/playlist?list=OLAK5uy_n8NxLMsZonckOzew6_O6QXQ8B82ufCtXI
Луна,Fata Morgana,pop,no,ep,14.08.2021,ru,Київ,Kyiv,Luna Prod.,F,https://www.facebook.com/lunavokne/,https://music.youtube.com/playlist?list=OLAK5uy_nTTwVMf8zn0SMwN5jBh3CG4i7Kdu5n6b8
Льон, З живого Джерела,metal,yes,ep,19.06.2021,ua,Полтава,Poltava,Sound Fortress,M,https://www.facebook.com/soundfortressrecords,https://music.youtube.com/playlist?list=OLAK5uy_mdHTX1lJVS6gSocOyjHV9AlZZ1I8ItrIs
Люсі,Enigma,dance,yes,lp,11.03.2021,ua,Київ,Kyiv,self-made,F,https://www.facebook.com/lucimuz/,https://music.youtube.com/playlist?list=OLAK5uy_kxmX0vcv3-8NwxgP41BmepRZdQC2_elxU
Макс Барских,1990,pop,no,lp,09.10.2021,ru,Київ,Kyiv,Best Music,M,https://www.facebook.com/MaxBarskihOfficialPage,
Мантра Керуака,Імітація Імітації,alternative rock,yes,lp,07.12.2021,ua,Харків,Kharkiv,self-made,M,https://www.instagram.com/mantrakeruaka/,https://soundcloud.com/mantrakeruaka/sets/imitatsia
Маха,2020,pop,no,ep,10.12.2021,ua,Харків,Kharkiv,maxa music,Mix,https://www.instagram.com/maxa.band/,
МеріЛінор,"Город грехов, Vol. 1",rock,no,lp,28.08.2021,ua,Дніпро,Dnipro, JUL'S SERVICE MUSIC,Mix,https://www.instagram.com/marylenoreml/,https://music.youtube.com/playlist?list=OLAK5uy_mQWP_VGw2TPeZ0GSFPrM3DraXAxHtGxlE
Мерсі,Початок,indie rock,yes,ep,20.11.2021,ua,,,Moon Records,M,https://www.instagram.com/tvoemerci/?igshid=zyr3xbopuus1,https://music.youtube.com/playlist?list=OLAK5uy_nXfdvl-JaLQR8vzuwF2Fyo0OFCuNYfcPk
Мілош Єліч,Номери,pop,no,lp,27.11.2021,-,Україна,-,Best Music,M,https://www.instagram.com/milos9981/,https://music.youtube.com/watch?v=v-mf8rg6DmA&list=OLAK5uy_kdnnaK1qjkey6PsqHkGY6DAVqbReLSCbA
міра капітан,flex voroham,indie,yes,ep,09.08.2021,ua,-,-,self-made,F,https://www.instagram.com/miracaptainprivate/,https://soundcloud.com/miracaptain/sets/flex-voroham
Монтеск'є,Таксі Mонтеск'є,pop,yes,ep,26.06.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/montesqie,https://music.youtube.com/playlist?list=OLAK5uy_kqmlurCmIBcEYFn1c_n5ywb90OzraypHU
Море Ясности,В стране моих чудовищ,alternative,no,ep,28.02.2021,ru,Севастополь,Sevastopol,self-made,M,https://www.facebook.com/moreyasnosti/,https://music.youtube.com/watch?v=3Q4Th4P3UBY&list=OLAK5uy_lBxVzAkkg1ta9TrtO-utXJKiOYTDjEf0w
Мужики,Ниже среднего,alternative,yes,lp,26.06.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/moozhiki/,https://music.youtube.com/playlist?list=OLAK5uy_mWLM75ZBCHgHmMN-E4LxSF9CT29g9LSfA
МУЗА,AMOR,pop,no,lp,28.07.2021,ru,Одеса,Odesa,Родной звук,F,https://www.instagram.com/_muuzza/,https://music.youtube.com/playlist?list=OLAK5uy_lw1h9uCw2lOFJyUZzURbSx0ntf7aIRzoY
НастяЗникає,Голосу гілочка,r&b / soul,no,ep,22.05.2021,ua,Київ,Kyiv, Past Future Jam,F,https://www.instagram.com/nastia.znykaje/,https://music.youtube.com/playlist?list=OLAK5uy_lX3jV6tqM2VBlSjnMH_ZOtmxwDFoEdVF0
Наталка Карпа,Колискові,pop,no,ep,21.08.2021,ua,Київ,Kyiv,Moon Records,F,https://www.facebook.com/natalika.karpa,https://music.youtube.com/watch?v=YaT-W7gGO0s&list=OLAK5uy_mgnKQIaVSoYSy9Pz5NvqrrFSiTwpPHtVs
Ницо Потворно,Реанімація,alternative rap,no,ep,11.09.2021,ua,Київ,Kyiv,Краб Музыка,M,https://www.instagram.com/potvorno/,https://music.youtube.com/playlist?list=OLAK5uy_nOrXf5vSgA-JWUZnK8PvCf2MdYnMwlJ2c
НКНКТ,Когда я был подростком,hip-hop / rap,no,lp,23.05.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/nknkt/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_md4yVJVcn90Bm71yPfXwu0fvArMHpNRfw
Олег Кензов,«Неизданные»,pop,no,lp,31.01.2021,ru,Київ,Kyiv, Sound United,M,https://www.instagram.com/okenzov_official/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_mRg5P84p0quvPZjRg0WoQd5pipWR9QEwM
Ольга Цибульська,По барабану,pop,yes,ep,13.11.2021,ua,Київ,Kyiv,self-made,F,https://www.instagram.com/cybulskaya/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_mMtzJE2oH06Da00EatA6QdBe8Uxj9issg
паліндром,Стіни мають вуха,alternative,no,lp,03.07.2021,ua,Львів,Lviv,Глава 94,M,https://www.instagram.com/palindrom.ed/,https://music.youtube.com/playlist?list=OLAK5uy_lhSiKIYhWdK1YFSBbD7nkeKpBmZBxP5ss
Печаль Любимого Блогера,Подпишись на меня в инстаграме,punk,yes,ep,16.12.2021,ru,Харків,Kharkiv,Родной Звук,Mix,https://www.instagram.com/pechallubimogoblogera/,https://music.youtube.com/playlist?list=OLAK5uy_kNDmLerAyzXMLJtGkG5cBdaFNndC4XUlM
ПИРЯТИН,Тантра,rock,no,lp,29.05.2021,ua,Київ,Kyiv,self-made,Mix,https://www.facebook.com/PyryatynGurt/,https://music.youtube.com/playlist?list=OLAK5uy_kgP-X1lUzRBYiVAGKo7uif5Fyu-oU2LIg
полюс,псевдоним,indie pop,no,ep,13.11.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/polusmusicband,https://music.youtube.com/playlist?list=OLAK5uy_kmKMS9Zx65Rv7hWAEoFm7Xur8I0TTc7QM
Пошлая Молли,PAYCHEK,alternative,no,ep,18.02.2021,ru,Москва,"Moscow, Russia",Warner Music Russia,M,https://www.facebook.com/%D0%9F%D0%9E%D0%A8%D0%9B%D0%90%D0%AF-%D0%9C%D0%9E%D0%9B%D0%9B%D0%98-185790168585711/,https://music.youtube.com/playlist?list=OLAK5uy_mUC2Q-5we2wLySBC4AGBDpJJe1Jod7qIk
Проклятый,"Мама, мы в аду",hip-hop / rap,yes,lp,03.03.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/proklyatiy1/,https://music.youtube.com/playlist?list=OLAK5uy_kq7enxASiUjwAgRYpWVjQBYoGbRI8ThGs
Пустота Вещей,Искусственный,punk,no,ep,13.03.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/pustotaveschey/,https://music.youtube.com/playlist?list=OLAK5uy_nB9S7PTGkM6vUjy_a3aBfN9GSW6rqbzmQ
Пушпака Вимана,Предпоследний танец,pop,no,lp,04.09.2021,ru,Київ,Kyiv,Nikomunenuzhnayamuzika,M,https://www.instagram.com/pshpkvmn/,https://music.youtube.com/playlist?list=OLAK5uy_l5eCTH2655_IdO8A1E8I5JJC5FsB70W-A
рипсити,Молодость,rock,no,lp,14.04.2021,ru,Запоріжжя,Zaporizhzhia,self-made,M,https://www.instagram.com/_flesh.bones/,https://music.youtube.com/playlist?list=OLAK5uy_nsWcOm2pqFydMKuFyXZpKAlwR74dOm22M
Рубікон,Крила,alternative,no,ep,04.05.2021,ua,Київ,Kyiv,Sinoptik Mobile Studio,M,https://www.instagram.com/rubicon_band/,https://soundcloud.com/rubiconband/sets/rubicon-kryla
Руслана,Ми вітер,pop,no,ep,06.03.2021,ua,Київ,Kyiv,Comp Music Ltd,F,https://www.instagram.com/p/CJqrXTUFgjC/,https://music.youtube.com/playlist?list=OLAK5uy_lzjFSJIqZvvbMLyg7YRXc5T3DqDIVUa4I
Руслана,Молитва світла,relaxation,no,ep,28.04.2021,ua,Київ,Kyiv,Comp Music Ltd,F,https://www.instagram.com/p/CJqrXTUFgjC/,https://music.youtube.com/browse/MPREb_Wags3tvgGen
Са́ден,Черные очки,vocal,yes,lp,02.07.2021,ru,Дніпро,Dnipro,Ifreet Music,F,https://www.instagram.com/saden_blue_orchid/,https://music.youtube.com/playlist?list=OLAK5uy_mN5q0w00MAyBMvuo2tokh3YFRcd7Q19-c
Секс по телефону,Тонкий юмор,indie,no,ep,18.01.2021,ru,Дніпро,Dnipro,МНОГО ДЕНЕГ,M,https://www.instagram.com/zad66666/,https://music.youtube.com/playlist?list=OLAK5uy_kW1ah_ovsADLi1rY-vi9ujgw7JIU5n_sI
Сказки,Народные,electronic,yes,ep,13.10.2021,ru,Умань,Uman,DNK Music,M,https://www.instagram.com/skazkirave/,https://music.youtube.com/playlist?list=OLAK5uy_lZBcx8bfy2CiSZazHq7zJb1RvIq3aTCgY
СМЕТАНА BAND,Плохие манеры,adult alternative,no,lp,09.09.2021,ru,Дніпро,Dnipro,self-made,M,https://www.instagram.com/smetanaband/,https://music.youtube.com/playlist?list=OLAK5uy_mMh2DdrU5vVV78_1gRrZh1nvN_r8Th8U8
Стеклобой,Мечтать не вредно,pop punk,yes,ep,15.05.2021,ru,Київ,Kyiv,Краб Музыка,F,https://www.instagram.com/st3kl0b0y/tagged/,https://music.youtube.com/playlist?list=OLAK5uy_kqu5_HJehVt2-6d5lZfysDhgbkvBILcG0
Схожа,Схожі,pop,yes,lp,18.09.2021,ua,Київ,Kyiv,PLAN,F,https://www.instagram.com/shoja_ya_official/,https://music.youtube.com/playlist?list=OLAK5uy_l6kAYt4vGV166ULRskIoQdaJjfQR_8xGk
Счастливые люди,Мантра успеха,indie pop,no,ep,20.11.2021,ru,Київ,Kyiv,UP!UP!UP! Music,Mix,https://www.facebook.com/happyludy/,https://music.youtube.com/playlist?list=OLAK5uy_lPaax75Qg6_SLzP-HBxMrFzu2CyOQopak
СЬЮЗИ ЛИ,Истерика,rock,yes,lp,14.08.2021,ru,Чернівці,Chernivtsi,self-made,M,https://www.instagram.com/antsh_suzylee/,https://music.youtube.com/playlist?list=OLAK5uy_lXUGGTQ96vxdnr4gT94b3lHxxaaKk_oRo
СЬЮЗИ ЛИ,Шоурум,rock,no,lp,02.10.2021,ru,Чернівці,Chernivtsi,self-made,M,https://www.instagram.com/antsh_suzylee/,https://music.youtube.com/playlist?list=OLAK5uy_kPXn63A3EYfiG6nuRf-ifgmqa16vxYAlA
Сюзанна,Megalith,electronic,no,lp,04.12.2021,ru,Росія,Russia,self-made,F,https://www.instagram.com/siuzannavarnina/,https://music.youtube.com/watch?v=gNP9W0E05Tk&list=OLAK5uy_lLJm9xEqG0D1RZy9udBP9UBdZpN6p3BtU
ТЕЛЬНЮК: Сестри,ТЕЛЬНЮК: In Jazz,jazz,no,lp,12.11.2021,ua,Київ,Kyiv,self-made,F,https://www.instagram.com/telnyuk_sisters/,https://music.youtube.com/playlist?list=OLAK5uy_kE7Bn5sGxAEsMzYnCRjRcUTqzm7PG5AJM
ТИНА КАРОЛЬ,Найти своих,pop,no,lp,18.09.2021,ru,Київ,Kyiv,self-made,F,https://www.facebook.com/tina.karol/?ref=py_c&eid=ARDsyfflHxNxZD-ll5M0ejhwQx0fCr9puZJFWKPG3EnjoOcy1rVEI6LptFQ8fMzIrT_VI0C4cMyHY-lv,https://music.youtube.com/playlist?list=OLAK5uy_ngZOOfSfVB8w_otO2muKXT8g-XAjkgzZU
Тільки Світло,Леся,rock,no,ep,03.04.2021,ua,Київ,Kyiv,self-made,Mix,https://www.instagram.com/svitlo.only/,https://music.youtube.com/playlist?list=OLAK5uy_kbqsCFhl4TW609OYftM-xUu1R0SA5GDgk
Тонка,Таємна зброя,indie pop,no,ep,12.06.2021,ua,Київ,Kyiv,Masterskaya,Mix,https://www.instagram.com/music_tonka/,https://music.youtube.com/playlist?list=OLAK5uy_ly0MUo-bZyCzZKqvCdKjouEtQ8Dz3zZs4
"Убей меня, Эйс!",Деменция прекокс и бродяжничество,indie rock,no,ep,13.11.2021,ru,Чернігів,Chernihiv,MUSIC DEVELOPMENT RUSSIA,M,https://www.instagram.com/killmeace/,https://music.youtube.com/playlist?list=OLAK5uy_kiBjjkvKsE_R7-4yFF4kb6jwt9qvYQRGw
"Убей меня, Эйс!",МЫ-Тоска,indie rock,no,lp,19.06.2021,ru,Чернігів,Chernihiv,MUSIC DEVELOPMENT RUSSIA,M,https://www.instagram.com/killmeace/,https://music.youtube.com/playlist?list=OLAK5uy_mpoFgoQytCYwGvnzvxwaT_DmHTgmJbMZU
"Убей меня, Эйс!","Хуже, чем вчера - завтра не будет",alternative,no,ep,23.02.2021,ru,Чернігів,Chernihiv,self-made,M,https://www.instagram.com/killmeace/,https://music.youtube.com/playlist?list=OLAK5uy_k56SUIyk_zBMWso69qqnvzfvLcU9i_btk
Улица Восток,В последний раз,alternative,no,lp,04.12.2021,ru,Київ,Kyiv,PLAN,M,https://www.instagram.com/ulitsavostok/,https://music.youtube.com/playlist?list=OLAK5uy_kipXL6vxlQ5Yezr-vjd1jxeWu884gJFi0
Улица Восток,Дурак,alternative,no,ep,10.04.2021,ru,Київ,Kyiv,PLAN,M,https://www.instagram.com/ulitsavostok/,https://music.youtube.com/playlist?list=OLAK5uy_k5AIRCD1UvSeIMTRTJ88n3-fL_AdQlWcA
Ульмо Три, Вище висоти,indie,no,ep,14.04.2021,ua,Київ,Kyiv,УМИГ Мьюзик,M,https://www.instagram.com/ulmotree/,https://music.youtube.com/playlist?list=OLAK5uy_kp5KruLnJ7XmFWDdXqrMvqDkxuTtQpGy0
